ID,text,parallelism,licensor,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,NPE-licensor category,URL,target,expected_answer_2afc,gpt_answer_2afc,correct_gpt_2afc,Gemma_LoRA_answer_2afc,correct_gemma_2afc,llama_answer_2afc,correct_llama_2afc,expected_answer_openended,gpt_answer_openended,correct_gpt_openended,recheck_gpt_openended,Gemma_LoRA_answer_openended,correct_gemma_openended,recheck_gemma_openended,llama_answer_openended,correct_llama_openended,recheck_llama_openended,is_parallel,clean_text,len_text,n_npes,npe_start,npe_end,TA,CF,n_TA,TA_start,TA_end,n_CF,CF_start,CF_end,dist_TA_ao,dist_CF_ao,is_TA_closer
136.0,"While historians have debated the relative roles of Abraham Lincoln and the slaves themselves in the coming of emancipation, few have paid attention to the abolitionists, the forgotten emancipationists in the story of black freedom. ",Clausal or VP Coordination,few,,,historians,,,slaves,,,1.0,0.0,non-local,local,det,http://hnn.us/tag/1731,few,A,A,1.0,A,1.0,A,1.0,HISTORIANS,HISTORIANS,1.0,True,abolitionists,0.0,False,Historians,1.0,True,parallel,"While historians have debated the relative roles of Abraham Lincoln and the slaves themselves in the coming of emancipation, few have paid attention to the abolitionists, the forgotten emancipationists in the story of black freedom. ",233,1,125,127,historians,slaves,1,5,15,1,75,81,120,50,0
137.0,"Though all the Alciato emblems have commentary files, only a few have proper explanatory commentaries.",Clausal or VP Coordination,a few,,,emblems,,,files,,,1.0,0.0,non-local,local,det,https://www.mun.ca/alciato/index.html,a few,A,A,1.0,A,1.0,A,1.0,EMBLEMS,PROPER EXPLANATORY COMMENTARIES,0.0,False,commentaries,0.0,False,Alciato emblems,0.0,True,parallel,"Though all the Alciato emblems have commentary files, only a few have proper explanatory commentaries.",102,1,59,63,emblems,files,1,22,29,1,46,51,37,13,0
138.0,So one of the nice things about WPA is that no access point will accept an initialization vector that is older than any that it has already accepted.,Subset,any,,,vector,,,point,,,1.0,0.0,local,non-local,det,https://www.grc.com/sn/sn-212.htm,any,A,A,1.0,A,1.0,A,1.0,VECTOR,INITIALIZATION VECTOR,0.0,True,initialization vector,0.0,True,initialization vector,0.0,True,parallel,So one of the nice things about WPA is that no access point will accept an initialization vector that is older than any that it has already accepted.,149,1,116,118,vector,point,1,89,95,1,53,58,27,63,1
139.0,"I mean, you could imagine this policy where it's like, okay, we'll remember the last five because we really, really, really, really, really want you to change your password and not use any that you've used before.",Clausal or VP Coordination,any,,,password,,,policy,,,1.0,0.0,local,non-local,det,https://www.grc.com/sn/sn-222.htm,any,A,A,1.0,A,1.0,A,1.0,PASSWORD,PASSWORDS,0.0,True,passwords,0.0,True,passwords,0.0,True,parallel,"I mean, you could imagine this policy where it's like, okay, we'll remember the last five because we really, really, really, really, really want you to change your password and not use any that you've used before.",213,1,185,187,password,policy,1,163,171,1,30,36,22,155,1
140.0,"Wash and clean the threads from your fresh mussels, discarding any that are open (frozen ones may be used as is from frozen).",non-parallel,any,,,mussels,,,threads,,,1.0,0.0,local,non-local,det,http://www.wight.co.uk/food/recipes.99/19.99/,any,A,A,1.0,A,1.0,A,1.0,MUSSELS,THREADS,0.0,False,mussels,1.0,True,threads,0.0,False,non-parallel,"Wash and clean the threads from your fresh mussels, discarding any that are open (frozen ones may be used as is from frozen).",125,1,63,65,mussels,threads,1,42,49,1,18,25,21,45,1
141.0,"(I e-mailed him your URL!) Supposedly, they send their law clerks to research company names in phone books, etc., and any that they find anywhere are asked to change their name. ",non-parallel,any,,,law clerks,,,company names,,,0.0,1.0,non-local,local,det,http://www.rru.com/tru/ne2-resp.html,any,B,B,1.0,B,1.0,A,0.0,COMPANY NAMES,COMPANY NAMES,1.0,True,that,0.0,False,company names,1.0,True,non-parallel,"(I e-mailed him your URL!) Supposedly, they send their law clerks to research company names in phone books, etc., and any that they find anywhere are asked to change their name. ",178,2,118,120,company names,law clerks,1,77,90,1,54,64,41,64,1
142.0,"And the lie that Satan has promoted in all places that religion is good, is a lie as great as any that he has ever propagated. ",Subset,any,,,religion,,,lie,,,0.0,1.0,non-local,local,det,https://opc.org/books/Marsden.html,any,B,B,1.0,B,1.0,A,0.0,LIE,LIE,1.0,True,lie,1.0,True,Satan's lies,0.0,False,parallel,"And the lie that Satan has promoted in all places that religion is good, is a lie as great as any that he has ever propagated. ",127,1,94,96,lie,religion,2,77,80,1,54,62,17,40,1
143.0,"In the meantime, I hope that your family has found some new ways to enjoy these first few weeks of summer during a season that is different from any that we have ever experienced.",Subset,any,,,summer,,,season,,,0.0,1.0,non-local,local,det,http://www.d46.org/health/covid19-061820.asp,any,B,B,1.0,B,1.0,A,0.0,SEASON,SEASON,1.0,True,season,1.0,True,seasons,0.0,True,parallel,"In the meantime, I hope that your family has found some new ways to enjoy these first few weeks of summer during a season that is different from any that we have ever experienced.",179,1,145,147,season,summer,1,114,120,1,98,104,31,47,1
144.0,"CoIE is a masterclass in superhero storytelling, weaving together the disparate threads of the genre into one tale that has more to offer than just about any that came after it.",Subset,any,,,genre,,,tale,,,0.0,1.0,non-local,local,det,https://www.cbr.com/most-suspenseful-dc-comics/,any,B,B,1.0,A,0.0,A,0.0,TALE,TALE,1.0,True,that,0.0,False,The genre,0.0,False,parallel,"CoIE is a masterclass in superhero storytelling, weaving together the disparate threads of the genre into one tale that has more to offer than just about any that came after it.",177,1,154,156,tale,genre,1,109,113,1,94,99,45,60,1
145.0,"The romance between Lyrica Okano's Nico and Virginia Gardner's Karolina is significant for several reasons: it preceded their romance in the comics (though not Karolina's confession of attraction), it was the first queer romance between two main characters (and healthier by far than any that Carrie-Anne Moss' lesbian character, Jeri Hogarth, ever partook in during Jessica Jones) and Nico is explicitly bisexual, making her the first bisexual Marvel character to actually be confirmed on screen.",Subset,any,,,attraction,,,romance,,,0.0,1.0,non-local,local,det,https://www.cbr.com/mcu-marvel-tv-shows-non-canon-problem/,any,B,B,1.0,B,1.0,A,0.0,ROMANCE,ROMANCE,1.0,True,romances,0.0,True,"Carrie-Anne Moss' lesbian character, Jeri Hogarth",0.0,False,parallel,"The romance between Lyrica Okano's Nico and Virginia Gardner's Karolina is significant for several reasons: it preceded their romance in the comics (though not Karolina's confession of attraction), it was the first queer romance between two main characters (and healthier by far than any that Carrie-Anne Moss' lesbian character, Jeri Hogarth, ever partook in during Jessica Jones) and Nico is explicitly bisexual, making her the first bisexual Marvel character to actually be confirmed on screen.",497,1,284,286,romance,attraction,3,220,227,1,184,194,64,100,1
146.0,"Some performed grand deeds others only dreamed them, but the moments they lived were as vivid, as colorful, as hot or cold as joyous or terrifying as any that we live now.""",Subset,any,,,moments,,,deeds,,,1.0,0.0,local,non-local,det,https://www.loe.org/shows/shows.html?programID=15-P13-00044,any,A,A,1.0,A,1.0,A,1.0,MOMENTS,MOMENTS,1.0,True,moments,1.0,True,We,0.0,False,parallel,"Some performed grand deeds others only dreamed them, but the moments they lived were as vivid, as colorful, as hot or cold as joyous or terrifying as any that we live now.""",172,1,150,152,moments,deeds,1,60,67,1,20,25,90,130,1
147.0,"The light sources that were available did not produce much light at the shorter wavelength, so efficient printing required materials that were orders of magnitude more sensitive and supported higher-resolution patterning than any that were available.",Subset,any,,,materials,,,sources,,,1.0,0.0,local,non-local,det,https://www.nae.edu/228211/2020-Draper-Prize-Acceptance-Speech,any,A,A,1.0,A,1.0,A,1.0,MATERIALS,MATERIALS,1.0,True,materials,1.0,True,materials,1.0,True,parallel,"The light sources that were available did not produce much light at the shorter wavelength, so efficient printing required materials that were orders of magnitude more sensitive and supported higher-resolution patterning than any that were available.",250,1,226,228,materials,sources,1,122,131,1,9,16,104,217,1
148.0,"Other factors that may impact prescribing decisions include: the day of the week (the ""Friday afternoon consultation""), important life events (""I'm flying tomorrow"", ""I have a major examination/singing competition""), and previous experiences affecting either the clinician or the patient, particularly any that have had bad outcomes. ",Subset,any,,,experiences,,,events,,,1.0,0.0,local,non-local,det,https://bpac.org.nz/bpj/2015/june/debate.aspx,any,A,A,1.0,A,1.0,A,1.0,EXPERIENCES,EXPERIENCES,1.0,True,experiences,1.0,True,previous experiences,0.0,True,parallel,"Other factors that may impact prescribing decisions include: the day of the week (the ""Friday afternoon consultation""), important life events (""I'm flying tomorrow"", ""I have a major examination/singing competition""), and previous experiences affecting either the clinician or the patient, particularly any that have had bad outcomes. ",334,1,302,304,experiences,events,1,229,240,1,134,140,73,168,1
149.0,"""The Mountain and The Viper"" gave Game of Thrones fans an image impossible to dismiss with Pedro Pascal's fan-favorite Prince's demise, and it gave them a villain more fearsome than any that had come before, in Gregor Clegane.",Subset,any,,,villain,,,demise,,,1.0,0.0,local,non-local,det,https://www.cbr.com/game-of-thrones-best-memorable-episodes-ranked/,any,A,A,1.0,A,1.0,A,1.0,VILLAIN,VILLAIN,1.0,True,villains,0.0,True,Villains,0.0,True,parallel,"""The Mountain and The Viper"" gave Game of Thrones fans an image impossible to dismiss with Pedro Pascal's fan-favorite Prince's demise, and it gave them a villain more fearsome than any that had come before, in Gregor Clegane.",226,1,182,184,villain,demise,1,154,161,1,127,133,28,55,1
150.0,"I am allergy to certain colours and often times there are so many chemicals listed under ""fragrance"" that is hard to determine any that may be causing a sensitivity.",Clausal or VP Coordination,any,,,chemicals,,,colours,,,1.0,0.0,local,non-local,det,https://www.upr.org/post/several-mortars-hit-us-embassy-compound-baghdad,any,A,A,1.0,A,1.0,A,1.0,CHEMICALS,COLOURS,0.0,False,chemicals,1.0,True,sensitivity,0.0,False,parallel,"I am allergy to certain colours and often times there are so many chemicals listed under ""fragrance"" that is hard to determine any that may be causing a sensitivity.",165,1,127,129,chemicals,colours,1,65,74,1,23,30,62,104,1
